row.names,value,nme,method,time
3963,  25013,dst gw3,obs,(12/25/98 07:49:59)
3964,    284,dst gw-others,obs,(12/25/98 07:49:59)
3991,  56932,ori router5,obs,(12/25/98 07:55:00)
3992, 932922,ori r4-local,obs,(12/25/98 07:55:00)
3993,  15388,ori switch,obs,(12/25/98 07:55:00)
3994,   9491,ori r4-others,obs,(12/25/98 07:55:00)
3995,  15966,ori gw1,obs,(12/25/98 07:55:00)
3996,  24578,ori gw2,obs,(12/25/98 07:55:00)
3997,  50993,ori gw3,obs,(12/25/98 07:55:00)
3998,   1452,ori gw-others,obs,(12/25/98 07:55:00)
3999,   8771,dst router5,obs,(12/25/98 07:55:00)
4000, 970771,dst r4-local,obs,(12/25/98 07:55:00)
4001,  30491,dst switch,obs,(12/25/98 07:55:00)
4002,  15122,dst r4-others,obs,(12/25/98 07:55:00)
4003,  45156,dst gw1,obs,(12/25/98 07:55:00)
4004,  12486,dst gw2,obs,(12/25/98 07:55:00)
4005,  24755,dst gw3,obs,(12/25/98 07:55:00)
4006,    277,dst gw-others,obs,(12/25/98 07:55:00)
4033,  31768,ori router5,obs,(12/25/98 08:00:00)
4034, 709616,ori r4-local,obs,(12/25/98 08:00:00)
4035,   9611,ori switch,obs,(12/25/98 08:00:00)
4036,   5606,ori r4-others,obs,(12/25/98 08:00:00)
4037,  18989,ori gw1,obs,(12/25/98 08:00:00)
4038,  16337,ori gw2,obs,(12/25/98 08:00:00)
4039,  57281,ori gw3,obs,(12/25/98 08:00:00)
4040,    480,ori gw-others,obs,(12/25/98 08:00:00)
4041,   6752,dst router5,obs,(12/25/98 08:00:00)
4042, 711534,dst r4-local,obs,(12/25/98 08:00:00)
4043,  28881,dst switch,obs,(12/25/98 08:00:00)
4044,  13142,dst r4-others,obs,(12/25/98 08:00:00)
4045,  47881,dst gw1,obs,(12/25/98 08:00:00)
4046,   9205,dst gw2,obs,(12/25/98 08:00:00)
4047,  32094,dst gw3,obs,(12/25/98 08:00:00)
4048,    141,dst gw-others,obs,(12/25/98 08:00:00)
4075,  32061,ori router5,obs,(12/25/98 08:04:59)
4076, 645359,ori r4-local,obs,(12/25/98 08:04:59)
4077,   8322,ori switch,obs,(12/25/98 08:04:59)
4078,   7080,ori r4-others,obs,(12/25/98 08:04:59)
4079,  15600,ori gw1,obs,(12/25/98 08:04:59)
4080,   9844,ori gw2,obs,(12/25/98 08:04:59)
4081,  31959,ori gw3,obs,(12/25/98 08:04:59)
4082,   1095,ori gw-others,obs,(12/25/98 08:04:59)
4083,   5454,dst router5,obs,(12/25/98 08:04:59)
4084, 642423,dst r4-local,obs,(12/25/98 08:04:59)
4085,  33908,dst switch,obs,(12/25/98 08:04:59)
4086,  14819,dst r4-others,obs,(12/25/98 08:04:59)
4087,  26985,dst gw1,obs,(12/25/98 08:04:59)
4088,   6920,dst gw2,obs,(12/25/98 08:04:59)
4089,  20269,dst gw3,obs,(12/25/98 08:04:59)
4090,    542,dst gw-others,obs,(12/25/98 08:04:59)
4117,  34958,ori router5,obs,(12/25/98 08:09:59)
4118,  53026,ori r4-local,obs,(12/25/98 08:09:59)
4119,   8197,ori switch,obs,(12/25/98 08:09:59)
4120, 167625,ori r4-others,obs,(12/25/98 08:09:59)
4121,  12924,ori gw1,obs,(12/25/98 08:09:59)
4122,   8145,ori gw2,obs,(12/25/98 08:09:59)
4123,  32930,ori gw3,obs,(12/25/98 08:09:59)
4124,   1007,ori gw-others,obs,(12/25/98 08:09:59)
4125,   7295,dst router5,obs,(12/25/98 08:09:59)
4126, 207691,dst r4-local,obs,(12/25/98 08:09:59)
4127,  34373,dst switch,obs,(12/25/98 08:09:59)
4128,  19391,dst r4-others,obs,(12/25/98 08:09:59)
4129,  24413,dst gw1,obs,(12/25/98 08:09:59)
4130,   7006,dst gw2,obs,(12/25/98 08:09:59)
4131,  18017,dst gw3,obs,(12/25/98 08:09:59)
4132,    624,dst gw-others,obs,(12/25/98 08:09:59)
4159,  34978,ori router5,obs,(12/25/98 08:15:00)
4160,  49055,ori r4-local,obs,(12/25/98 08:15:00)
4161,   8197,ori switch,obs,(12/25/98 08:15:00)
4162, 168163,ori r4-others,obs,(12/25/98 08:15:00)
4163,  12907,ori gw1,obs,(12/25/98 08:15:00)
4164,   8140,ori gw2,obs,(12/25/98 08:15:00)
4165,  32934,ori gw3,obs,(12/25/98 08:15:00)
4166,   1008,ori gw-others,obs,(12/25/98 08:15:00)
4167,   7294,dst router5,obs,(12/25/98 08:15:00)
4168, 204370,dst r4-local,obs,(12/25/98 08:15:00)
4169,  34313,dst switch,obs,(12/25/98 08:15:00)
4170,  19374,dst r4-others,obs,(12/25/98 08:15:00)
4171,  24389,dst gw1,obs,(12/25/98 08:15:00)
4172,   7006,dst gw2,obs,(12/25/98 08:15:00)
4173,  18008,dst gw3,obs,(12/25/98 08:15:00)
4174,    627,dst gw-others,obs,(12/25/98 08:15:00)
4201,  34329,ori router5,obs,(12/25/98 08:20:00)
4202,  37060,ori r4-local,obs,(12/25/98 08:20:00)
4203,   9464,ori switch,obs,(12/25/98 08:20:00)
4204,   7662,ori r4-others,obs,(12/25/98 08:20:00)
4205,  24687,ori gw1,obs,(12/25/98 08:20:00)
4206,  10460,ori gw2,obs,(12/25/98 08:20:00)
4207,  55678,ori gw3,obs,(12/25/98 08:20:00)
4208,   1083,ori gw-others,obs,(12/25/98 08:20:00)
4209,   7065,dst router5,obs,(12/25/98 08:20:00)
4210,  35746,dst r4-local,obs,(12/25/98 08:20:00)
4211,  32338,dst switch,obs,(12/25/98 08:20:00)
4212,  17134,dst r4-others,obs,(12/25/98 08:20:00)
4213,  45877,dst gw1,obs,(12/25/98 08:20:00)
4214,   7576,dst gw2,obs,(12/25/98 08:20:00)
4215,  27522,dst gw3,obs,(12/25/98 08:20:00)
4216,   7178,dst gw-others,obs,(12/25/98 08:20:00)
4243,  29276,ori router5,obs,(12/25/98 08:25:00)
4244,  30838,ori r4-local,obs,(12/25/98 08:25:00)
4245,  13295,ori switch,obs,(12/25/98 08:25:00)
4246,   5200,ori r4-others,obs,(12/25/98 08:25:00)
4247,  18275,ori gw1,obs,(12/25/98 08:25:00)
4248,  13256,ori gw2,obs,(12/25/98 08:25:00)
4249,  52409,ori gw3,obs,(12/25/98 08:25:00)
4250,    616,ori gw-others,obs,(12/25/98 08:25:00)
4251,   6218,dst router5,obs,(12/25/98 08:25:00)
4252,  30967,dst r4-local,obs,(12/25/98 08:25:00)
4253,  34289,dst switch,obs,(12/25/98 08:25:00)
4254,  11392,dst r4-others,obs,(12/25/98 08:25:00)
4255,  48646,dst gw1,obs,(12/25/98 08:25:00)
4256,   8167,dst gw2,obs,(12/25/98 08:25:00)
4257,  23109,dst gw3,obs,(12/25/98 08:25:00)
4258,    376,dst gw-others,obs,(12/25/98 08:25:00)
4285,  31725,ori router5,obs,(12/25/98 08:29:59)
4286,  25933,ori r4-local,obs,(12/25/98 08:29:59)
4287,  10448,ori switch,obs,(12/25/98 08:29:59)
4288,   5113,ori r4-others,obs,(12/25/98 08:29:59)
4289,  14080,ori gw1,obs,(12/25/98 08:29:59)
4290,  11503,ori gw2,obs,(12/25/98 08:29:59)
4291,  35910,ori gw3,obs,(12/25/98 08:29:59)
4292,    846,ori gw-others,obs,(12/25/98 08:29:59)
4293,   8276,dst router5,obs,(12/25/98 08:29:59)
4294,  27002,dst r4-local,obs,(12/25/98 08:29:59)
4295,  30189,dst switch,obs,(12/25/98 08:29:59)
4296,  11877,dst r4-others,obs,(12/25/98 08:29:59)
4297,  33300,dst gw1,obs,(12/25/98 08:29:59)
4298,   9749,dst gw2,obs,(12/25/98 08:29:59)
4299,  14802,dst gw3,obs,(12/25/98 08:29:59)
4300,    362,dst gw-others,obs,(12/25/98 08:29:59)
4327,  28039,ori router5,obs,(12/25/98 08:34:59)
4328,  39723,ori r4-local,obs,(12/25/98 08:34:59)
4329,   8309,ori switch,obs,(12/25/98 08:34:59)
4330,   5288,ori r4-others,obs,(12/25/98 08:34:59)
4331,  16874,ori gw1,obs,(12/25/98 08:34:59)
4332,  17363,ori gw2,obs,(12/25/98 08:34:59)
4333,  38608,ori gw3,obs,(12/25/98 08:34:59)
4334,    687,ori gw-others,obs,(12/25/98 08:34:59)
4335,   5188,dst router5,obs,(12/25/98 08:34:59)
4336,  35178,dst r4-local,obs,(12/25/98 08:34:59)
4337,  34106,dst switch,obs,(12/25/98 08:34:59)
4338,  10593,dst r4-others,obs,(12/25/98 08:34:59)
4339,  38878,dst gw1,obs,(12/25/98 08:34:59)
4340,  13153,dst gw2,obs,(12/25/98 08:34:59)
4341,  17227,dst gw3,obs,(12/25/98 08:34:59)
4342,    568,dst gw-others,obs,(12/25/98 08:34:59)
4369,  30400,ori router5,obs,(12/25/98 08:40:00)
4370,  36103,ori r4-local,obs,(12/25/98 08:40:00)
4371,  20353,ori switch,obs,(12/25/98 08:40:00)
4372,   5040,ori r4-others,obs,(12/25/98 08:40:00)
4373,  18269,ori gw1,obs,(12/25/98 08:40:00)
4374,  29030,ori gw2,obs,(12/25/98 08:40:00)
4375,  36631,ori gw3,obs,(12/25/98 08:40:00)
4376,   1289,ori gw-others,obs,(12/25/98 08:40:00)
4377,   6527,dst router5,obs,(12/25/98 08:40:00)
4378,  36681,dst r4-local,obs,(12/25/98 08:40:00)
4379,  46602,dst switch,obs,(12/25/98 08:40:00)
4380,  15794,dst r4-others,obs,(12/25/98 08:40:00)
4381,  32770,dst gw1,obs,(12/25/98 08:40:00)
4382,  15603,dst gw2,obs,(12/25/98 08:40:00)
4383,  22481,dst gw3,obs,(12/25/98 08:40:00)
4384,    655,dst gw-others,obs,(12/25/98 08:40:00)
4411,  33022,ori router5,obs,(12/25/98 08:45:00)
4412,  47718,ori r4-local,obs,(12/25/98 08:45:00)
4413,  19575,ori switch,obs,(12/25/98 08:45:00)
4414,   4916,ori r4-others,obs,(12/25/98 08:45:00)
4415,  21086,ori gw1,obs,(12/25/98 08:45:00)
4416,  15665,ori gw2,obs,(12/25/98 08:45:00)
4417,  32284,ori gw3,obs,(12/25/98 08:45:00)
4418,   1938,ori gw-others,obs,(12/25/98 08:45:00)
4419,  17974,dst router5,obs,(12/25/98 08:45:00)
4420,  36416,dst r4-local,obs,(12/25/98 08:45:00)
4421,  42517,dst switch,obs,(12/25/98 08:45:00)
4422,  12148,dst r4-others,obs,(12/25/98 08:45:00)
4423,  28411,dst gw1,obs,(12/25/98 08:45:00)
4424,  10591,dst gw2,obs,(12/25/98 08:45:00)
4425,  27761,dst gw3,obs,(12/25/98 08:45:00)
4426,    386,dst gw-others,obs,(12/25/98 08:45:00)
4453,  27817,ori router5,obs,(12/25/98 08:49:59)
4454,  34211,ori r4-local,obs,(12/25/98 08:49:59)
4455,   8211,ori switch,obs,(12/25/98 08:49:59)
4456,   5462,ori r4-others,obs,(12/25/98 08:49:59)
4457,  18676,ori gw1,obs,(12/25/98 08:49:59)
4458,  23779,ori gw2,obs,(12/25/98 08:49:59)
4459,  33743,ori gw3,obs,(12/25/98 08:49:59)
4460,    899,ori gw-others,obs,(12/25/98 08:49:59)
4461,   6550,dst router5,obs,(12/25/98 08:49:59)
4462,  33919,dst r4-local,obs,(12/25/98 08:49:59)
4463,  29582,dst switch,obs,(12/25/98 08:49:59)
4464,  10545,dst r4-others,obs,(12/25/98 08:49:59)
4465,  31717,dst gw1,obs,(12/25/98 08:49:59)
4466,  12594,dst gw2,obs,(12/25/98 08:49:59)
4467,  27720,dst gw3,obs,(12/25/98 08:49:59)
4468,    170,dst gw-others,obs,(12/25/98 08:49:59)
4495,  27826,ori router5,obs,(12/25/98 08:54:59)
4496,  48378,ori r4-local,obs,(12/25/98 08:54:59)
4497,   9563,ori switch,obs,(12/25/98 08:54:59)
4498,   5072,ori r4-others,obs,(12/25/98 08:54:59)
4499,  19596,ori gw1,obs,(12/25/98 08:54:59)
4500,  24920,ori gw2,obs,(12/25/98 08:54:59)
4501,  30067,ori gw3,obs,(12/25/98 08:54:59)
4502,    130,ori gw-others,obs,(12/25/98 08:54:59)
4503,   6560,dst router5,obs,(12/25/98 08:54:59)
4504,  47969,dst r4-local,obs,(12/25/98 08:54:59)
4505,  30564,dst switch,obs,(12/25/98 08:54:59)
4506,  10463,dst r4-others,obs,(12/25/98 08:54:59)
4507,  31484,dst gw1,obs,(12/25/98 08:54:59)
4508,   7903,dst gw2,obs,(12/25/98 08:54:59)
4509,  30485,dst gw3,obs,(12/25/98 08:54:59)
4510,    124,dst gw-others,obs,(12/25/98 08:54:59)
4537,  33050,ori router5,obs,(12/25/98 09:00:00)
4538,  33649,ori r4-local,obs,(12/25/98 09:00:00)
4539,   8910,ori switch,obs,(12/25/98 09:00:00)
4540,   4810,ori r4-others,obs,(12/25/98 09:00:00)
4541,  19379,ori gw1,obs,(12/25/98 09:00:00)
4542,  20885,ori gw2,obs,(12/25/98 09:00:00)
4543,  45817,ori gw3,obs,(12/25/98 09:00:00)
4544,    562,ori gw-others,obs,(12/25/98 09:00:00)
4545,   9394,dst router5,obs,(12/25/98 09:00:00)
4546,  34620,dst r4-local,obs,(12/25/98 09:00:00)
4547,  28964,dst switch,obs,(12/25/98 09:00:00)
4548,  11754,dst r4-others,obs,(12/25/98 09:00:00)
4549,  43133,dst gw1,obs,(12/25/98 09:00:00)
4550,   9295,dst gw2,obs,(12/25/98 09:00:00)
4551,  29624,dst gw3,obs,(12/25/98 09:00:00)
4552,    280,dst gw-others,obs,(12/25/98 09:00:00)
4579,  28373,ori router5,obs,(12/25/98 09:05:00)
4580,  48540,ori r4-local,obs,(12/25/98 09:05:00)
4581,  12010,ori switch,obs,(12/25/98 09:05:00)
4582,   4671,ori r4-others,obs,(12/25/98 09:05:00)
4583,  17092,ori gw1,obs,(12/25/98 09:05:00)
4584,  32959,ori gw2,obs,(12/25/98 09:05:00)
4585,  49324,ori gw3,obs,(12/25/98 09:05:00)
4586,   1475,ori gw-others,obs,(12/25/98 09:05:00)
4587,   8305,dst router5,obs,(12/25/98 09:05:00)
4588,  42258,dst r4-local,obs,(12/25/98 09:05:00)
4589,  37306,dst switch,obs,(12/25/98 09:05:00)
4590,  10246,dst r4-others,obs,(12/25/98 09:05:00)
4591,  47148,dst gw1,obs,(12/25/98 09:05:00)
4592,  10411,dst gw2,obs,(12/25/98 09:05:00)
4593,  27516,dst gw3,obs,(12/25/98 09:05:00)
4594,  11252,dst gw-others,obs,(12/25/98 09:05:00)
4621,  29723,ori router5,obs,(12/25/98 09:10:00)
4622,  37751,ori r4-local,obs,(12/25/98 09:10:00)
4623,  12170,ori switch,obs,(12/25/98 09:10:00)
4624,   4689,ori r4-others,obs,(12/25/98 09:10:00)
4625,  14669,ori gw1,obs,(12/25/98 09:10:00)
4626,  29857,ori gw2,obs,(12/25/98 09:10:00)
4627,  36008,ori gw3,obs,(12/25/98 09:10:00)
4628,   1776,ori gw-others,obs,(12/25/98 09:10:00)
4629,   7961,dst router5,obs,(12/25/98 09:10:00)
4630,  33079,dst r4-local,obs,(12/25/98 09:10:00)
4631,  36922,dst switch,obs,(12/25/98 09:10:00)
4632,  11247,dst r4-others,obs,(12/25/98 09:10:00)
4633,  34259,dst gw1,obs,(12/25/98 09:10:00)
4634,  13560,dst gw2,obs,(12/25/98 09:10:00)
4635,  23579,dst gw3,obs,(12/25/98 09:10:00)
4636,   6035,dst gw-others,obs,(12/25/98 09:10:00)
4663,  29742,ori router5,obs,(12/25/98 09:14:59)
4664,  37524,ori r4-local,obs,(12/25/98 09:14:59)
4665,  12173,ori switch,obs,(12/25/98 09:14:59)
4666,   4692,ori r4-others,obs,(12/25/98 09:14:59)
4667,  14645,ori gw1,obs,(12/25/98 09:14:59)
4668,  29836,ori gw2,obs,(12/25/98 09:14:59)
4669,  35919,ori gw3,obs,(12/25/98 09:14:59)
4670,   1778,ori gw-others,obs,(12/25/98 09:14:59)
4671,   7958,dst router5,obs,(12/25/98 09:14:59)
4672,  32892,dst r4-local,obs,(12/25/98 09:14:59)
4673,  36915,dst switch,obs,(12/25/98 09:14:59)
4674,  11258,dst r4-others,obs,(12/25/98 09:14:59)
4675,  34163,dst gw1,obs,(12/25/98 09:14:59)
4676,  13596,dst gw2,obs,(12/25/98 09:14:59)
4677,  23579,dst gw3,obs,(12/25/98 09:14:59)
4678,   5949,dst gw-others,obs,(12/25/98 09:14:59)
4705,  35055,ori router5,obs,(12/25/98 09:19:59)
4706,  35132,ori r4-local,obs,(12/25/98 09:19:59)
4707,  10547,ori switch,obs,(12/25/98 09:19:59)
4708,   5278,ori r4-others,obs,(12/25/98 09:19:59)
4709,  16954,ori gw1,obs,(12/25/98 09:19:59)
4710,  19880,ori gw2,obs,(12/25/98 09:19:59)
4711,  75072,ori gw3,obs,(12/25/98 09:19:59)
4712,   1395,ori gw-others,obs,(12/25/98 09:19:59)
4713,  10063,dst router5,obs,(12/25/98 09:19:59)
4714,  33515,dst r4-local,obs,(12/25/98 09:19:59)
4715,  32953,dst switch,obs,(12/25/98 09:19:59)
4716,  15652,dst r4-others,obs,(12/25/98 09:19:59)
4717,  62468,dst gw1,obs,(12/25/98 09:19:59)
4718,  18882,dst gw2,obs,(12/25/98 09:19:59)
4719,  25472,dst gw3,obs,(12/25/98 09:19:59)
4720,    303,dst gw-others,obs,(12/25/98 09:19:59)
4747,  29558,ori router5,obs,(12/25/98 09:25:00)
4748,  35256,ori r4-local,obs,(12/25/98 09:25:00)
4749,   7460,ori switch,obs,(12/25/98 09:25:00)
4750,  55425,ori r4-others,obs,(12/25/98 09:25:00)
4751,  17145,ori gw1,obs,(12/25/98 09:25:00)
4752,  38429,ori gw2,obs,(12/25/98 09:25:00)
4753,  34218,ori gw3,obs,(12/25/98 09:25:00)
4754,   4551,ori gw-others,obs,(12/25/98 09:25:00)
4755,   5754,dst router5,obs,(12/25/98 09:25:00)
4756,  85601,dst r4-local,obs,(12/25/98 09:25:00)
4757,  29150,dst switch,obs,(12/25/98 09:25:00)
4758,  13202,dst r4-others,obs,(12/25/98 09:25:00)
4759,  42312,dst gw1,obs,(12/25/98 09:25:00)
4760,  23073,dst gw2,obs,(12/25/98 09:25:00)
4761,  22356,dst gw3,obs,(12/25/98 09:25:00)
4762,    592,dst gw-others,obs,(12/25/98 09:25:00)
4789,  28514,ori router5,obs,(12/25/98 09:30:00)
4790,  24135,ori r4-local,obs,(12/25/98 09:30:00)
4791,   9762,ori switch,obs,(12/25/98 09:30:00)
4792,   5104,ori r4-others,obs,(12/25/98 09:30:00)
4793,  10352,ori gw1,obs,(12/25/98 09:30:00)
4794,  34777,ori gw2,obs,(12/25/98 09:30:00)
4795,  34729,ori gw3,obs,(12/25/98 09:30:00)
4796,   3661,ori gw-others,obs,(12/25/98 09:30:00)
4797,   6932,dst router5,obs,(12/25/98 09:30:00)
4798,  25971,dst r4-local,obs,(12/25/98 09:30:00)
4799,  31152,dst switch,obs,(12/25/98 09:30:00)
4800,  10638,dst r4-others,obs,(12/25/98 09:30:00)
4801,  35716,dst gw1,obs,(12/25/98 09:30:00)
4802,  21467,dst gw2,obs,(12/25/98 09:30:00)
4803,  18307,dst gw3,obs,(12/25/98 09:30:00)
4804,    844,dst gw-others,obs,(12/25/98 09:30:00)
4831,  30096,ori router5,obs,(12/25/98 09:34:59)
4832,  50860,ori r4-local,obs,(12/25/98 09:34:59)
4833,  16908,ori switch,obs,(12/25/98 09:34:59)
4834,   4609,ori r4-others,obs,(12/25/98 09:34:59)
4835,  10564,ori gw1,obs,(12/25/98 09:34:59)
4836,   7172,ori gw2,obs,(12/25/98 09:34:59)
4837,  44783,ori gw3,obs,(12/25/98 09:34:59)
4838,   2758,ori gw-others,obs,(12/25/98 09:34:59)
4839,  14640,dst router5,obs,(12/25/98 09:34:59)
4840,  45529,dst r4-local,obs,(12/25/98 09:34:59)
4841,  36355,dst switch,obs,(12/25/98 09:34:59)
4842,  10140,dst r4-others,obs,(12/25/98 09:34:59)
4843,  35532,dst gw1,obs,(12/25/98 09:34:59)
4844,  11870,dst gw2,obs,(12/25/98 09:34:59)
4845,  13272,dst gw3,obs,(12/25/98 09:34:59)
4846,    412,dst gw-others,obs,(12/25/98 09:34:59)
4873,  31593,ori router5,obs,(12/25/98 09:39:59)
4874,  36047,ori r4-local,obs,(12/25/98 09:39:59)
4875,   7601,ori switch,obs,(12/25/98 09:39:59)
4876,   7552,ori r4-others,obs,(12/25/98 09:39:59)
4877,  11533,ori gw1,obs,(12/25/98 09:39:59)
4878,  11472,ori gw2,obs,(12/25/98 09:39:59)
4879,  43977,ori gw3,obs,(12/25/98 09:39:59)
4880,   3160,ori gw-others,obs,(12/25/98 09:39:59)
4881,   6239,dst router5,obs,(12/25/98 09:39:59)
4882,  38146,dst r4-local,obs,(12/25/98 09:39:59)
4883,  29237,dst switch,obs,(12/25/98 09:39:59)
4884,  14575,dst r4-others,obs,(12/25/98 09:39:59)
4885,  28588,dst gw1,obs,(12/25/98 09:39:59)
4886,  18241,dst gw2,obs,(12/25/98 09:39:59)
4887,  17334,dst gw3,obs,(12/25/98 09:39:59)
4888,    575,dst gw-others,obs,(12/25/98 09:39:59)
4915,  29744,ori router5,obs,(12/25/98 09:45:00)
4916,  52768,ori r4-local,obs,(12/25/98 09:45:00)
4917,  16601,ori switch,obs,(12/25/98 09:45:00)
4918,   4697,ori r4-others,obs,(12/25/98 09:45:00)
4919,  11606,ori gw1,obs,(12/25/98 09:45:00)
4920,  15997,ori gw2,obs,(12/25/98 09:45:00)
4921,  35576,ori gw3,obs,(12/25/98 09:45:00)
4922,   3114,ori gw-others,obs,(12/25/98 09:45:00)
4923,  10944,dst router5,obs,(12/25/98 09:45:00)
4924,  44632,dst r4-local,obs,(12/25/98 09:45:00)
4925,  42291,dst switch,obs,(12/25/98 09:45:00)
4926,  14595,dst r4-others,obs,(12/25/98 09:45:00)
4927,  29203,dst gw1,obs,(12/25/98 09:45:00)
4928,  15438,dst gw2,obs,(12/25/98 09:45:00)
4929,  12559,dst gw3,obs,(12/25/98 09:45:00)
4930,    441,dst gw-others,obs,(12/25/98 09:45:00)
4957,  29655,ori router5,obs,(12/25/98 09:50:00)
4958,  50138,ori r4-local,obs,(12/25/98 09:50:00)
4959,  11490,ori switch,obs,(12/25/98 09:50:00)
4960,   5328,ori r4-others,obs,(12/25/98 09:50:00)
4961,  17718,ori gw1,obs,(12/25/98 09:50:00)
4962,  17110,ori gw2,obs,(12/25/98 09:50:00)
4963,  37755,ori gw3,obs,(12/25/98 09:50:00)
4964,   2936,ori gw-others,obs,(12/25/98 09:50:00)
4965,  12356,dst router5,obs,(12/25/98 09:50:00)
4966,  48789,dst r4-local,obs,(12/25/98 09:50:00)
4967,  29566,dst switch,obs,(12/25/98 09:50:00)
4968,  11740,dst r4-others,obs,(12/25/98 09:50:00)
4969,  32603,dst gw1,obs,(12/25/98 09:50:00)
4970,  16294,dst gw2,obs,(12/25/98 09:50:00)
4971,  20276,dst gw3,obs,(12/25/98 09:50:00)
4972,    506,dst gw-others,obs,(12/25/98 09:50:00)
4999,  30138,ori router5,obs,(12/25/98 09:55:00)
5000,  46145,ori r4-local,obs,(12/25/98 09:55:00)
5001,   8992,ori switch,obs,(12/25/98 09:55:00)
5002,   4624,ori r4-others,obs,(12/25/98 09:55:00)
5003,  18085,ori gw1,obs,(12/25/98 09:55:00)
5004,  13534,ori gw2,obs,(12/25/98 09:55:00)
5005,  35219,ori gw3,obs,(12/25/98 09:55:00)
5006,    537,ori gw-others,obs,(12/25/98 09:55:00)
5007,   6792,dst router5,obs,(12/25/98 09:55:00)
5008,  46278,dst r4-local,obs,(12/25/98 09:55:00)
5009,  28826,dst switch,obs,(12/25/98 09:55:00)
5010,  12181,dst r4-others,obs,(12/25/98 09:55:00)
5011,  29093,dst gw1,obs,(12/25/98 09:55:00)
5012,  14127,dst gw2,obs,(12/25/98 09:55:00)
5013,  19648,dst gw3,obs,(12/25/98 09:55:00)
5014,    327,dst gw-others,obs,(12/25/98 09:55:00)
5041,  30114,ori router5,obs,(12/25/98 09:59:59)
5042,  37026,ori r4-local,obs,(12/25/98 09:59:59)
5043,   8627,ori switch,obs,(12/25/98 09:59:59)
5044,   5640,ori r4-others,obs,(12/25/98 09:59:59)
5045,  14321,ori gw1,obs,(12/25/98 09:59:59)
5046,  19278,ori gw2,obs,(12/25/98 09:59:59)
5047,  46223,ori gw3,obs,(12/25/98 09:59:59)
5048,   1344,ori gw-others,obs,(12/25/98 09:59:59)
5049,   6124,dst router5,obs,(12/25/98 09:59:59)
5050,  38297,dst r4-local,obs,(12/25/98 09:59:59)
5051,  29892,dst switch,obs,(12/25/98 09:59:59)
5052,  12141,dst r4-others,obs,(12/25/98 09:59:59)
5053,  35515,dst gw1,obs,(12/25/98 09:59:59)
5054,  14294,dst gw2,obs,(12/25/98 09:59:59)
5055,  25852,dst gw3,obs,(12/25/98 09:59:59)
5056,    454,dst gw-others,obs,(12/25/98 09:59:59)
5083,  29560,ori router5,obs,(12/25/98 10:04:59)
5084,1121405,ori r4-local,obs,(12/25/98 10:04:59)
5085,   9993,ori switch,obs,(12/25/98 10:04:59)
5086,   5139,ori r4-others,obs,(12/25/98 10:04:59)
5087,  17076,ori gw1,obs,(12/25/98 10:04:59)
5088,  25090,ori gw2,obs,(12/25/98 10:04:59)
5089,  69229,ori gw3,obs,(12/25/98 10:04:59)
5090,    254,ori gw-others,obs,(12/25/98 10:04:59)
5091,  46196,dst router5,obs,(12/25/98 10:04:59)
5092,1118203,dst r4-local,obs,(12/25/98 10:04:59)
5093,  33238,dst switch,obs,(12/25/98 10:04:59)
5094,  11418,dst r4-others,obs,(12/25/98 10:04:59)
5095,  33858,dst gw1,obs,(12/25/98 10:04:59)
5096,  11167,dst gw2,obs,(12/25/98 10:04:59)
5097,  23424,dst gw3,obs,(12/25/98 10:04:59)
5098,    241,dst gw-others,obs,(12/25/98 10:04:59)
5125,  31221,ori router5,obs,(12/25/98 10:10:00)
5126,  67150,ori r4-local,obs,(12/25/98 10:10:00)
5127,  14683,ori switch,obs,(12/25/98 10:10:00)
5128,   6707,ori r4-others,obs,(12/25/98 10:10:00)
5129,  26493,ori gw1,obs,(12/25/98 10:10:00)
5130,  20873,ori gw2,obs,(12/25/98 10:10:00)
5131,  53296,ori gw3,obs,(12/25/98 10:10:00)
5132,   3860,ori gw-others,obs,(12/25/98 10:10:00)
5133,  16879,dst router5,obs,(12/25/98 10:10:00)
5134,  61412,dst r4-local,obs,(12/25/98 10:10:00)
5135,  42329,dst switch,obs,(12/25/98 10:10:00)
5136,  12751,dst r4-others,obs,(12/25/98 10:10:00)
5137,  42698,dst gw1,obs,(12/25/98 10:10:00)
5138,  17452,dst gw2,obs,(12/25/98 10:10:00)
5139,  30295,dst gw3,obs,(12/25/98 10:10:00)
5140,    466,dst gw-others,obs,(12/25/98 10:10:00)
5167,  31244,ori router5,obs,(12/25/98 10:15:00)
5168,  52756,ori r4-local,obs,(12/25/98 10:15:00)
5169,  14747,ori switch,obs,(12/25/98 10:15:00)
5170,   6724,ori r4-others,obs,(12/25/98 10:15:00)
5171,  26620,ori gw1,obs,(12/25/98 10:15:00)
5172,  20831,ori gw2,obs,(12/25/98 10:15:00)
5173,  53134,ori gw3,obs,(12/25/98 10:15:00)
5174,   3898,ori gw-others,obs,(12/25/98 10:15:00)
5175,  16477,dst router5,obs,(12/25/98 10:15:00)
5176,  46806,dst r4-local,obs,(12/25/98 10:15:00)
5177,  42458,dst switch,obs,(12/25/98 10:15:00)
5178,  12770,dst r4-others,obs,(12/25/98 10:15:00)
5179,  42946,dst gw1,obs,(12/25/98 10:15:00)
5180,  17569,dst gw2,obs,(12/25/98 10:15:00)
5181,  30456,dst gw3,obs,(12/25/98 10:15:00)
